ACTECON;GRUANALI;antigüedad;TAMAEMP;nrotrab;riesgo;categoria;target;modular;prom_antes;cant_antes
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;1148.91763333333;36
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;482.770333333333;34
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;941.3869;35
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;205.854366666667;33
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;32
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;1193.5575;30
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;1005.64083333333;31
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;645.043466666667;28
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;1193.5575;29
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;655.9965;27
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;1306.04723333333;26
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;960.425133333333;25
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;1271.48493333333;24
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;1191.42233333333;23
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;1368.13063333333;22
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;1393.67686666667;21
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;1010.7894;20
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;1321.75786666667;19
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;1450.40076666667;18
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;1289.7131;16
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;1263.3001;17
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;1394.8239;15
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;1394.8239;14
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;1090.87243333333;13
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;1279.85506666667;11
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;831.7025;12
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;646.3008;8
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;560.054466666667;10
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;580.7491;9
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;1501.53156666667;7
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;1553.77933333333;6
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;1448.0282;5
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;1185.05753333333;4
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;1257.99853333333;3
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;850.0454;2
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;983.91435;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;1783.0341;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;39.2603;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;2090.18983333333;5
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;3182.88616666667;4
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;1801.24983333333;6
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;3129.9345;7
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;1930.7163;2
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;2974.894;3
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;165.899;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;-943.9056;20
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;8
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;7
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;6
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;5
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;4
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;3
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;2
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;19
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;18
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;9155.80466666667;13
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;6826.5081;12
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;3249.88273333333;11
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;892.037533333333;10
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;17
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;9
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;3157.5453;16
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;6378.8794;15
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;9955.50476666667;14
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;3024.69176666667;2
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;2389.35745;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;2858.73725;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;2
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;88.2813333333334;6
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;-247.288966666667;4
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;129.927666666667;5
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;1220.1148;3
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;1743.4276;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;5774.33665;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;1978.4029;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;65655.4589333333;3
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;23586.6828;2
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;-6663.78585;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;3248.3962;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;145.21485;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;2435.53463333333;3
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;96.8099;2
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;225.54515;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;365587.98265;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;157.0645;5
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;100.624266666667;4
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;208.861133333333;12
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;10329.3529333333;11
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;14616.5708333333;9
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;14680.8276666667;10
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;216.004666666667;6
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;50.9852;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;101.297333333333;3
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;67.9802666666667;2
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;4496.07903333333;8
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;208.861133333333;7
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;18966.60315;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;6825.4386;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;-2964.12306666667;2
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;-1452.3275;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;2139.3406;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;-8856.34325;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;4332.07085;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;95.1966333333333;10
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;95.1966333333333;9
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;289.436166666667;8
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;287.513033333333;3
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;289.436166666667;7
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;289.436166666667;6
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;287.513033333333;5
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;289.436166666667;4
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;192.3164;2
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;142.79495;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;13128.85985;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;10296.1568333333;2
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;-7421.0328;6
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;-8206.17626666667;8
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;-7477.18636666667;7
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;-7224.1534;5
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;-4893.70343333333;4
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;-2509.54516666667;3
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;69.19295;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;91.3438;2
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;366.562333333333;27
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;366.562333333333;26
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;369.014266666667;25
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;366.562333333333;24
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;369.014266666667;23
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;366.562333333333;22
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;369.014266666667;21
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;366.562333333333;12
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;369.014266666667;17
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;366.562333333333;16
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;369.014266666667;15
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;366.562333333333;14
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;369.014266666667;13
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;366.562333333333;11
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;366.562333333333;10
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;366.562333333333;9
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;369.014266666667;7
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;369.014266666667;8
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;369.014266666667;6
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;369.014266666667;5
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;366.562333333333;4
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;369.014266666667;3
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;245.1922;2
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;185.7331;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;366.562333333333;20
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;369.014266666667;19
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;366.562333333333;18
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;2352.50655;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;12566.47625;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;189.3504;4
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;8533.0111;3
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;8499.02096666667;2
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;2955.70213333333;8
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;1975.02316666667;4
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;2471.10933333333;2
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;2753.71945;1
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;3107.12413333333;3
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;2026.83763333333;7
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;0;0
ACT_ECON_1;GRU_AN_6;5;TAMA__1;25;RIESGO__2;CATEGORIA__4;3;MODULAR__1;2004.3859;6
